dbn,school_name,primary_address_line_1,city,postcode,latitude,longitude,gradespan,subway,pct_stu_safe,graduation_rate,attendance_rate,college_career_rate
02M475,Stuyvesant High School,345 Chambers Street,Manhattan,10282,40.7177,-74.01399,9 to 12,"1, 2, 3, A, C to Chambers St; E to World Trade Center; R, W to City Hall",0.94999999,0.99000001,0.97000003,0.97000003
02M489,High School of Economics and Finance,100 Trinity Place,Manhattan,10006,40.709196,-74.012022,9 to 12,"1 to Rector St; 2, 3, A, C, J, Z to Fulton St; 4, 5 to Wall St; 6 to Brooklyn Bridge-City Hall; E to World Trade Center; R, W to Cortlandt St",0.85000002,0.89999998,0.89999998,0.81
02M500,Unity Center for Urban Technologies,111 East 33rd Street,Manhattan,10016,40.746176,-73.981241,9 to 12,"4, 5, 7, S to Grand Central-42nd St; 6 to 33rd St; B, D, F, M, N, Q, R, W to 34th St",1,0.89999998,0.80000001,0.57999998
02M507,Urban Assembly Gateway School for Technology,439 West 49th Street,Manhattan,10019,40.76337,-73.9906,9 to 12,"1, C, E to 50th St; 2, 3, 7, A, S to Times Square-42nd St; B, D to 7th Ave; N, R, W to 49th St",0.89999998,0.95999998,0.92000002,0.80000001
02M519,Talent Unlimited High School,317 East 67th Street,Manhattan,10065,40.765359,-73.960059,9 to 12,"4, 5, N, R, W to 59th St-Lexington Ave; 6 to 68th St-Hunter College; Q to 72nd St; F to Lexington Ave",0.92000002,0.95999998,0.91000003,0.80000001
02M520,Murry Bergtraum High School for Business Careers,411 Pearl Street,Manhattan,10038,40.711442,-74.000851,9 to 12,"1, E to Park Place; 2, 3, A, C to Fulton St; 4, 5, 6, J, Z to Chambers St; N, Q to Canal St; R, W to City Hall",0.89999998,0.73000002,0.77999997,0.50999999
02M529,Jacqueline Kennedy Onassis High School,120 West 46th Street,Manhattan,10036,40.757729,-73.983078,9 to 12,"1, 2, 3, 7, A, C, E, Q, S to Times Square-42nd St; 4, 5, 6 to Grand Central; B, D, F, M to 47-50th Sts Rockefeller Center; N, R, W to 49th St",0.77999997,0.63999999,0.79000002,0.49000001
02M531,Repertory Company High School for Theatre Arts,123 West 43rd Street,Manhattan,10036,40.755843,-73.984382,9 to 12,"1, 2, 3, 7, A, C, E, S, N, Q, R, W to Times Square-42nd St; 4, 5, 6 to Grand Central; B, D, F, M to Bryant Park-42nd St",,1,0.91000003,0.86000001
02M533,Union Square Academy for Health Sciences,40 Irving Place,Manhattan,10003,40.735494,-73.987659,9 to 12,"4, 5, 6, L, N, Q, R, W to 14th St-Union Square",0.83999997,0.83999997,0.88,0.77999997
02M534,Harvest Collegiate High School,34 West 14th Street,Manhattan,10011,40.736518,-73.994858,9 to 12,"1, 2, 3, L, F, M to 14th St; 4, 5, 6, N, Q, R, W to 14th St-Union Square; A, C, E, B, D to West 4th St",0.87,0.86000001,0.86000001,0.74000001
02M542,Manhattan Bridges High School,525 West 50th Street,Manhattan,10019,40.76525,-73.993105,9 to 12,"C, E to 50th St",0.89999998,0.94999999,0.91000003,0.81999999
02M543,New Design High School,350 Grand Street,Manhattan,10002,40.717349,-73.989596,9 to 12,"B, D to Grand St; F, J, M, Z to Delancey St-Essex St",0.88999999,0.76999998,0.82999998,0.72000003
02M544,Independence High School,850 10th Avenue,Manhattan,10019,40.768343,-73.989108,9 to 12,"1, A, C, B, D to 59th St-Columbus Circle; E to 50th St; N, Q, R, W to 57th St",0.91000003,,0.52999997,
02M545,High School for Dual Language and Asian Studies,350 Grand Street,Manhattan,10002,40.717349,-73.989596,9 to 12,"B, D to Grand St; F, J, M, Z to Delancey St-Essex St",0.94999999,1,0.99000001,0.92000002
02M546,Academy for Software Engineering (AFSE),40 Irving Place,Manhattan,10003,40.735494,-73.987659,9 to 12,"4, 5, 6, L, N, Q, R, W to 14th St-Union Square",0.82999998,0.93000001,0.88999999,0.76999998
02M550,Liberty High School Academy for Newcomers,250 West 18th St,Manhattan,10011,40.741657,-73.999307,9 to 12,A/C/E to 14th Street; 1 Train to 18th Street; F Local to 18th Street and L Train,0.88999999,,0.85000002,
02M551,Urban Assembly New York Harbor School,550 Short Avenue,New York,10004,40.691214,-74.02024,9 to 12,"R, W, 1, 4, 5",0.88999999,0.83999997,0.88999999,0.61000001
02M560,City-As-School,16 Clarkson Street,Manhattan,10014,40.729412,-74.006148,,"1 to Houston St; A, B, D, F, M to West 4th St; C, E to Spring St",1,,0.43000001,
02M580,Richard R. Green High School of Teaching,7 Beaver Street,Manhattan,10004,40.705024,-74.012977,9 to 12,"1 to South Ferry; 2, 3 to Wall St; 4, 5 to Bowling Green; A, C to Fulton St; J, Z to Broad St; R, W to Rector St",0.88,0.83999997,0.91000003,0.64999998
02M586,Harvey Milk High School,2 Astor Place,Manhattan,10003,40.730038,-73.992632,9 to 12,6 to Astor Place; R to 8th Street,0.95999998,,0.69999999,
02M600,"High School of Fashion Industries, The",225 West 24th Street,Manhattan,10011,40.745156,-73.996074,9 to 12,"1 to 28th St; 2, 3 to 34th St; A, L to 14th St; C, E to 23rd St",0.88,0.88999999,0.89999998,0.79000002
02M605,Humanities Preparatory Academy,351 West 18th Street,Manhattan,10011,40.742867,-74.002136,9 to 12,"1 to 18th St; A, C, E, L to 14th St",0.91000003,0.94,0.83999997,0.82999998
02M615,Chelsea Career and Technical Education High School,131 Avenue Of The Americas,Manhattan,10013,40.7244,-74.004625,9 to 12,"1 to Canal St; 6, N, Q, J, Z to Canal St; B, D, F, M to Broadway-Lafayette St; C, E to Spring St; R, W to Prince St",0.75,0.83999997,0.85000002,0.66000003
02M630,Art and Design High School,231-249 East 56th Street,Manhattan,10019,40.75924,-73.967203,9 to 12,"4, 5, N, R, W to 59th St-Lexington Ave; 6 to 51st St; E, M to Lexington Ave-53rd St",0.85000002,0.89999998,0.88999999,0.75
02M655,Life Sciences Secondary School,320 East 96th Street,Manhattan,10128,40.783625,-73.945637,9 to 12,"6, Q to 96th St",0.88999999,0.79000002,0.77999997,0.56999999
03M291,West End Secondary School,227-243 West 61st Street,Manhattan,10023,40.772007,-73.987479,6 to 12,"1 to 66th St-Lincoln Center; A, C, B, D to 59th St-Columbus Circle",0.94,,0.95999998,
03M299,"Maxine Greene High School for Imaginative Inquiry, The",122 Amsterdam Avenue,Manhattan,10023,40.774351,-73.984753,9 to 12,"1 to 66th St-Lincoln Center; 2, 3 to 72nd St; A, C, B, D to 59th St-Columbus Circle",0.72000003,0.76999998,0.81,0.44
03M307,"Urban Assembly School for Media Studies, The",122 Amsterdam Avenue,Manhattan,10023,40.774351,-73.984753,9 to 12,"1 to 66th St-Lincoln Center; 2, 3 to 72nd St; A, C, B, D to 59th St-Columbus Circle",0.93000001,0.81999999,0.85000002,0.51999998
03M402,"Urban Assembly School for Green Careers, The",145 West 84th Street,Manhattan,10024,40.785803,-73.974614,9 to 12,"1 to 86th St; B, C to 81st St-Museum of Natural History",0.85000002,0.76999998,0.81999999,0.63
03M403,"Global Learning Collaborative, The",145 West 84th Street,Manhattan,10024,40.785803,-73.974614,9 to 12,"1 to 86th St; B, C to 81st St-Museum of Natural History",0.82999998,0.79000002,0.86000001,0.56999999
03M415,Wadleigh Secondary School for the Performing & Visual Arts,215 West 114th Street,Manhattan,10026,40.802207,-73.954142,6 to 12,"2, 3 to 110th St-Central Park North; B, C to 116th St",0.87,0.88999999,0.87,0.49000001
03M417,Frank McCourt High School,145 West 84th Street,Manhattan,10024,40.785803,-73.974614,9 to 12,"1 to 86th St; B, C to 81st St-Museum of Natural History",0.82999998,0.97000003,0.91000003,0.88999999
03M479,Beacon High School,522 West 44th Street,New York,10036,40.761452,-73.995802,9 to 12,"1, 2, 3, 7, A, C, E, N, Q, R, W, S to Times Square-42nd St",0.95999998,0.98000002,0.97000003,0.82999998
03M485,Fiorello H. LaGuardia High School of Music & Art and Performing Arts,100 Amsterdam Avenue,Manhattan,10023,40.773629,-73.985273,9 to 12,"1 to 66th St-Lincoln Center; 2, 3 to 72nd St; A, C, B, D to 59th St-Columbus Circle",0.93000001,0.99000001,0.94999999,0.94
03M492,"High School for Law, Advocacy and Community Justice",122 Amsterdam Avenue,Manhattan,10023,40.774351,-73.984753,9 to 12,"1 to 66th St-Lincoln Center; 2, 3 to 72nd St; A, C, B, D to 59th St-Columbus Circle",0.80000001,0.75999999,0.86000001,0.64999998
03M494,High School of Arts and Technology,122 Amsterdam Avenue,Manhattan,10023,40.774351,-73.984753,9 to 12,"1 to 66th St-Lincoln Center; 2, 3 to 72nd St; A, C, B, D to 59th St-Columbus Circle",0.70999998,0.68000001,0.81,0.38
03M541,Manhattan / Hunter Science High School,122 Amsterdam Avenue,Manhattan,10023,40.774351,-73.984753,9 to 12,"1 to 66th St-Lincoln Center; 2, 3 to 72nd St; A, C, B, D to 59th St-Columbus Circle",0.91000003,0.99000001,0.97000003,0.94999999
03M859,Special Music School,122 Amsterdam Avenue,Manhattan,10023,40.774351,-73.984753,K to 12,"1 to 66th St-Lincoln Center; 2, 3 to 72nd St; A, C, B, D to 59th St-Columbus Circle",0.93000001,0.94999999,0.93000001,0.87
03M860,Frederick Douglass Academy II Secondary School,215 West 114th Street,Manhattan,10026,40.802207,-73.954142,6 to 12,"2, 3 to 110th St-Central Park North; B, C to 116th St",0.81,0.77999997,0.81999999,0.74000001
04M372,Esperanza Preparatory Academy,240 East 109th Street,Manhattan,10029,40.79307,-73.942303,6 to 12,6 to 110th St,0.86000001,0.75999999,0.88,0.46000001
04M435,Manhattan Center for Science and Mathematics,260 Pleasant Avenue,Manhattan,10029,40.793856,-73.934028,9 to 12,N/A,0.97000003,0.97000003,0.94,0.88999999
04M495,Park East High School,230 East 105th Street,Manhattan,10029,40.790543,-73.944356,9 to 12,6 to 103rd St; Q to 96th St,0.92000002,0.95999998,0.94,0.82999998
04M555,Central Park East High School,1573 Madison Avenue,Manhattan,10029,40.793763,-73.949381,9 to 12,"2, 3 to 110th St-Central Park North; 6 to 103rd St",0.97000003,1,0.97000003,0.92000002
04M610,Young Women's Leadership School (TYWLS),105 East 106th Street,New York,10029,40.792741,-73.947428,6 to 12,"2, 3 to 110th St-Central Park North; 6 to 103rd St",0.89999998,0.99000001,0.94,0.99000001
04M680,"Heritage School, The",1680 Lexington Avenue,Manhattan,10029,40.791881,-73.946558,9 to 12,6 to 103rd St,0.86000001,0.89999998,0.88999999,0.57999998
05M148,Eagle Academy for Young Men of Harlem,6 Edgecombe Avenue,Manhattan,10030,40.817372,-73.947712,6 to 12,"1 to 137th St-City College; B, C to 135th St",0.77999997,,0.82999998,
05M157,"Urban Assembly School for Global Commerce, The",2005 Madison Avenue,Manhattan,10035,40.807383,-73.939433,9 to 12,"4, 5, 6 to 125th St",0.76999998,0.74000001,0.76999998,0.44
05M304,Mott Hall High School,6 Edgecombe Avenue,Manhattan,10030,40.817372,-73.947712,9 to 12,"1 to 137th St-City College; B, C to 135th St",0.69,0.63999999,0.85000002,0.49000001
05M362,Columbia Secondary School,425 West 123rd Street,Manhattan,10027,40.810431,-73.955809,6 to 12,"1 to 116th St-Columbia University; A, C, B, D to 125th St",0.91000003,0.95999998,0.92000002,0.95999998
05M369,Urban Assembly School for the Performing Arts,509 West 129th Street,Manhattan,10027,40.815256,-73.955325,9 to 12,"1 to 125th St; B, C to 135th St",0.91000003,0.73000002,0.82999998,0.50999999
05M499,Frederick Douglass Academy,2581 7th Avenue,Manhattan,10039,40.824319,-73.93712,6 to 12,"3 to Harlem-148th St; B, D to 155th St",0.74000001,0.81999999,0.88999999,0.66000003
05M670,Thurgood Marshall Academy for Learning and Social Change,200-214 West 135th Street,Manhattan,10030,40.815449,-73.944061,6 to 12,"2, 3 to 135th St",0.85000002,0.83999997,0.91000003,0.67000002
05M692,"High School for Math, Science and Engineering at City College (HSMSE)",240 Convent Avenue,Manhattan,10031,40.82074,-73.949097,9 to 12,"1 to 137th St-City College; B, C to 135th St",0.97000003,0.99000001,0.94999999,0.87
06M211,Inwood Early College for Health and Information Technologies,650 Academy Street,Manhattan,10034,40.866053,-73.924835,9 to 14,"1, A to Dyckman St",0.89999998,0.70999998,0.81999999,0.72000003
06M293,City College Academy of the Arts,4600 Broadway,Manhattan,10040,40.86079,-73.930672,6 to 12,1 to Dyckman St; A to 190th St,0.88,0.94999999,0.94,0.87
06M346,Community Health Academy of the Heights,504 West 158th Street,Manhattan,10032,40.833687,-73.942072,6 to 12,1 to 157th St; C to 155th St,0.91000003,0.83999997,0.81999999,0.63999999
06M348,Washington Heights Expeditionary Learning School (WHEELS),511 West 182nd Street,Manhattan,10033,40.848908,-73.930948,PK to 12,1 to 181st St; A to 175th St,0.89999998,0.89999998,0.88999999,0.63999999
06M423,High School for Excellence and Innovation,650 Academy Street,Manhattan,10034,40.866053,-73.924835,9 to 12,"1, A to Dyckman St",0.98000002,,0.75999999,
06M462,"College Academy, The",549 Audubon Avenue,Manhattan,10040,40.855855,-73.92712,9 to 12,1 to 191st St; A to 190th St,0.80000001,0.73000002,0.81999999,0.44999999
06M463,High School for Media and Communications,549 Audubon Avenue,Manhattan,10040,40.855855,-73.92712,9 to 12,1 to 191st St; A to 190th St,0.81,0.69,0.89999998,0.41
06M467,High School for Law and Public Service,549 Audubon Avenue,Manhattan,10040,40.855855,-73.92712,9 to 12,1 to 191st St; A to 190th St,0.82999998,0.55000001,0.80000001,0.46000001
06M468,High School for Health Careers and Sciences,549 Audubon Avenue,Manhattan,10040,40.855855,-73.92712,9 to 12,1 to 191st St; A to 190th St,0.79000002,0.77999997,0.88999999,0.56999999
06M540,A. Philip Randolph Campus High School,443 West 135th Street,Manhattan,10031,40.818188,-73.950356,9 to 12,"1 to 137th St-City College; B, C to 135th St",0.81999999,0.83999997,0.86000001,0.58999997
06M552,Gregorio Luperon High School for Science and Mathematics,501 West 165th Street,Manhattan,10032,40.838167,-73.938642,9 to 12,"1, A to 168th St; C to 163rd St-Amsterdam Ave",0.97000003,0.87,0.92000002,0.68000001
07X221,South Bronx Preparatory: A College Board School,360 East 145th Street,Bronx,10454,40.813983,-73.920782,6 to 12,"2, 5 to 3rd Ave-149th St; 4 to 138th St; 6 to 3rd Ave-138th St",0.97000003,0.94,0.92000002,0.69999999
07X223,"Laboratory School of Finance and Technology, The",360 East 145th Street,Bronx,10454,40.813983,-73.920782,6 to 12,"2, 5 to 3rd Ave-149th St; 4 to 138th St; 6 to 3rd Ave-138th St",0.88,0.88,0.89999998,0.76999998
07X259,"H.E.R.O. High (Health, Education, and Research Occupations High School)",455 Southern Boulevard,Bronx,10455,40.810803,-73.907015,9 to 14,"2, 5 to Jackson Ave; 6 to East 143rd St-St Mary's St",0.80000001,0.75,0.85000002,0.66000003
07X334,International Community High School,345 Brook Avenue,Bronx,10454,40.81004,-73.917792,9 to 12,"2, 5 to 3rd Ave-149th St; 6 to Brook Ave",0.88,0.85000002,0.88999999,0.50999999
07X427,Community School for Social Justice,350 Gerard Avenue,Bronx,10451,40.815938,-73.930386,9 to 12,"2 to 149th St-Grand Concourse; 3 to 145th St; 4, 5 to 138th St-Grand Concourse; 6 to 3rd Ave-138th St",0.97000003,0.72000003,0.81,0.49000001
07X473,Mott Haven Village Preparatory High School,701 St. Anns Avenue,Bronx,10455,40.81825,-73.91103,9 to 12,"2, 5 to Jackson Ave",0.87,0.50999999,0.76999998,0.30000001
07X495,University Heights Secondary School,701 St. Anns Avenue,Bronx,10455,40.81825,-73.91103,9 to 12,"2, 5 to Jackson Ave",0.94999999,0.99000001,0.94,0.94
07X500,Hostos-Lincoln Academy of Science,600 Saint Ann's Avenue,Bronx,10455,40.815498,-73.91224,6 to 12,"2, 5 to Jackson Ave; 6 to East 149th St",0.85000002,0.88,0.92000002,0.73000002
07X522,Bronx Design and Construction Academy,333 East 151st Street,Bronx,10451,40.818232,-73.919867,9 to 12,"2, 5 to 3rd Ave-149th St; 4 to 149th St-Grand Concourse",0.73000002,0.67000002,0.81,0.40000001
07X527,Bronx Leadership Academy II High School,730 Concourse Village West,Bronx,10451,40.82231,-73.923829,9 to 12,"2, 4, 5 to 149th St-Grand Concourse; B, D to Yankee Stadium-161st St",0.93000001,0.77999997,0.85000002,0.62
07X548,Careers in Sports High School,730 Concourse Village West,Bronx,10451,40.82231,-73.923829,9 to 12,"2, 4, 5 to 149th St-Grand Concourse; B, D to Yankee Stadium-161st St",0.88999999,0.61000001,0.81999999,0.41
07X551,"Urban Assembly Bronx Academy of Letters, The",339 Morris Avenue,Bronx,10451,40.813641,-73.925313,6 to 12,"2 to 149th St-Grand Concourse; 4, 5 to 138th St-Grand Concourse; 6 to 3rd Ave-138th St",0.81,0.88,0.81,0.66000003
07X600,Alfred E. Smith Career and Technical Education High School,333 East 151st Street,Bronx,10451,40.818232,-73.919867,9 to 12,"2, 5 to 3rd Ave-149th St; 4 to 149th St-Grand Concourse",0.75,0.88,0.86000001,0.38999999
07X625,Walkabout Bronx High School,730 Concourse Village West,Bronx,10451,40.82231,-73.923829,9 to 12,"2, 4, 5 to 149th St-Grand Concourse; B, D to Yankee Stadium-161st St",,,,
07X670,Health Opportunities High School,350 Gerard Avenue,Bronx,10451,40.815938,-73.930386,9 to 12,"2 to 149th St-Grand Concourse; 3 to 145th St; 4, 5 to 138th St-Grand Concourse; 6 to 3rd Ave-138th St",0.79000002,0.60000002,0.81999999,0.47
08X269,Bronx Studio School for Writers and Artists,928 Simpson Street,Bronx,10459,40.820579,-73.893128,6 to 12,"2, 5 to Simpson Street; 6 to Hunts Point Ave",0.81999999,0.73000002,0.85000002,0.68000001
08X282,Women's Academy of Excellence,456 White Plains Road,Bronx,10473,40.814833,-73.85658,9 to 12,6 to Parkchester,0.69,0.66000003,0.79000002,0.55000001
08X293,Renaissance High School for Musical Theater and the Arts,3000 East Tremont Avenue,Bronx,10461,40.840702,-73.838545,9 to 12,6 to Westchester Square-East Tremont Ave,0.88999999,0.83999997,0.82999998,0.47
08X312,Millennium Art Academy,1980 Lafayette Avenue,Bronx,10473,40.82229,-73.856167,9 to 12,N/A,0.85000002,0.75,0.83999997,0.49000001
08X320,Pelham Lab High School,3000 East Tremont Avenue,Bronx,10461,40.840702,-73.838545,9 to 12,6 to Westchester Square-East Tremont Ave,0.72000003,0.69,0.82999998,0.5
08X348,Schuylerville Preparatory High School,3000 East Tremont Avenue,Bronx,10461,40.840702,-73.838545,9 to 12,6 to Westchester Square-East Tremont Ave,0.74000001,0.68000001,0.82999998,0.55000001
08X349,Bronx River High School,3000 East Tremont Avenue,Bronx,10461,40.840702,-73.838545,9 to 12,6 to Westchester Square-East Tremont Ave,0.75999999,0.80000001,0.81999999,0.57999998
08X367,"Archimedes Academy for Math, Science and Technology Applications",456 White Plains Road,Bronx,10473,40.814833,-73.85658,6 to 12,N/A,0.72000003,0.64999998,0.85000002,0.38
08X376,Antonia Pantoja Preparatory Academy: A College Board School,1980 Lafayette Avenue,Bronx,10473,40.82229,-73.856167,6 to 12,N/A,0.69,0.67000002,0.82999998,0.31
08X405,Herbert H. Lehman High School,3000 East Tremont Avenue,Bronx,10461,40.840702,-73.838545,9 to 12,6 to Westchester Square-East Tremont Ave,0.79000002,0.68000001,0.85000002,0.38
08X432,Bronx Bridges High School,1980 Lafayette Avenue,Bronx,10473,40.82229,-73.856167,9 to 12,N/A,0.88,0.75999999,0.85000002,0.38999999
08X452,Gotham Collaborative High School,1980 Lafayette Avenue,Bronx,10473,40.82229,-73.856167,9 to 12,N/A,0.81999999,0.57999998,0.80000001,0.31999999
08X530,Longwood Preparatory Academy,965 Longwood Avenue,Bronx,10459,40.817512,-73.898212,9 to 12,"2, 5 to Prospect Ave; 6 to Longwood Ave",0.88,0.69999999,0.82999998,0.40000001
08X537,Bronx Arena High School,1440 Story Avenue,Bronx,10473,40.821193,-73.881124,9 to 12,6 to Elder Ave,0.98000002,,0.52999997,
08X558,Westchester Square Academy,3000 East Tremont Avenue,Bronx,10461,40.840702,-73.838545,9 to 12,6 to Westchester Square-East Tremont Ave,0.76999998,0.75,0.81999999,0.61000001
08X559,School for Tourism and Hospitality,900 Tinton Avenue,Bronx,10456,40.821675,-73.903546,9 to 12,"2, 5 to Prospect Ave",0.67000002,0.38999999,0.69999999,0.33000001
08X561,Bronx Compass High School,1980 Lafayette Avenue,Bronx,10473,40.82229,-73.856167,9 to 12,N/A,0.79000002,0.80000001,0.83999997,0.41999999
09X227,Bronx Collegiate Academy,240 East 172nd Street,Bronx,10457,40.840422,-73.91091,9 to 12,"4 to Mt Eden Ave; B, D to 170th St",0.89999998,0.83999997,0.85000002,0.56999999
09X231,Eagle Academy for Young Men,4143 Third Avenue,Bronx,10457,40.844958,-73.89705,6 to 12,N/A,0.70999998,0.70999998,0.89999998,0.49000001
09X241,"Urban Assembly School for Applied Math and Science, The",1595 Bathgate Avenue,Bronx,10457,40.839244,-73.901316,6 to 12,N/A,0.86000001,0.70999998,0.85000002,0.80000001
09X250,Eximius College Preparatory Academy: A College Board School,1363 Fulton Avenue,Bronx,10456,40.833665,-73.902499,9 to 12,N/A,0.93000001,0.80000001,0.88999999,0.67000002
09X252,Mott Hall Bronx High School,1595 Bathgate Avenue,Bronx,10457,40.839244,-73.901316,9 to 12,N/A,0.89999998,0.81,0.83999997,0.76999998
09X260,Bronx Center for Science and Mathematics,1363 Fulton Avenue,Bronx,10456,40.833665,-73.902499,9 to 12,N/A,0.89999998,0.89999998,0.91000003,0.79000002
09X263,Validus Preparatory Academy,1595 Bathgate Avenue,Bronx,10457,40.839244,-73.901316,9 to 12,N/A,0.92000002,0.69,0.82999998,0.50999999
09X297,Morris Academy for Collaborative Studies,1110 Boston Road,Bronx,10456,40.827642,-73.904473,9 to 12,"2, 5 to Intervale Ave",0.94999999,0.81,0.85000002,0.49000001
09X324,Bronx Early College Academy for Teaching & Learning,250 East 164th Street,Bronx,10456,40.828696,-73.917668,6 to 12,"4 to Yankee Stadium-161st St; B, D to 167th St",0.85000002,1,0.89999998,0.66000003
09X327,Comprehensive Model School Project M.S. 327,1501 Jerome Avenue,Bronx,10452,40.842495,-73.916082,6 to 12,"4 to Mt Eden Ave; B, D to 174-175th Sts",0.91000003,0.88,0.86000001,0.72000003
09X329,Dreamyard Preparatory School,240 East 172nd Street,Bronx,10457,40.840422,-73.91091,9 to 12,"4 to Mt Eden Ave; B, D to 170th St",0.86000001,0.70999998,0.85000002,0.31
09X350,New Directions Secondary School,240 East 172nd Street,Bronx,10457,40.840422,-73.91091,6 to 12,"4 to Mt Eden Ave; B, D to 170th St",0.75999999,,0.72000003,
09X365,Academy for Language and Technology,1700 Macombs Road,Bronx,10453,40.849532,-73.916077,9 to 12,"4 to 176th St; B, D to 174-175th Sts",0.98000002,0.99000001,0.88999999,0.61000001
09X403,Bronx International High School,1110 Boston Road,Bronx,10456,40.827642,-73.904473,9 to 12,"2, 5 to Intervale Ave",0.91000003,0.75999999,0.80000001,0.40000001
09X404,School for Excellence,1110 Boston Road,Bronx,10456,40.827642,-73.904473,9 to 12,"2, 5 to Intervale Ave",0.92000002,0.62,0.74000001,0.49000001
09X412,Bronx High School of Business,240 East 172nd Street,Bronx,10457,40.840422,-73.91091,9 to 12,"4 to Mt Eden Ave; B, D to 170th St",0.82999998,0.67000002,0.82999998,0.5
09X413,Bronx High School for Medical Science,240 East 172nd Street,Bronx,10457,40.840422,-73.91091,6 to 12,"4 to Mt Eden Ave; B, D to 170th St",0.75999999,0.85000002,0.93000001,0.64999998
09X505,"Bronx School for Law, Government and Justice",244 East 163rd Street,Bronx,10451,40.827607,-73.918681,6 to 12,"4, B, D to Yankee Stadium-161st St",0.81,0.81999999,0.89999998,0.80000001
09X517,Frederick Douglass Academy III Secondary School,3630 Third Avenue,Bronx,10456,40.833511,-73.90449,9 to 12,N/A,0.88999999,0.72000003,0.76999998,0.38999999
09X525,Bronx Leadership Academy High School,1710 Webster Avenue,Bronx,10457,40.843588,-73.903236,9 to 12,"B, D to 174-175th Sts",0.69,0.62,0.79000002,0.44
09X543,High School for Violin and Dance,1110 Boston Road,Bronx,10456,40.827642,-73.904473,9 to 12,N/A,0.93000001,0.63,0.76999998,0.46000001
09X564,Claremont International High School,240 East 172nd Street,Bronx,10457,40.840422,-73.91091,9 to 12,"4 to Mt Eden Ave; B, D to 170th St",0.83999997,0.82999998,0.86000001,0.47
09X568,Young Women's Leadership School of the Bronx (TYWLS),1865 Morris Avenue,Bronx,10453,40.848547,-73.908416,6 to 12,"4 to 176th St; B, D to 174-175th Sts",0.82999998,0.94999999,0.88999999,
10X141,Riverdale / Kingsbridge Academy (Middle School / High School 141) (RKA),660 West 237th Street,Bronx,10463,40.888338,-73.913486,6 to 12,N/A,0.75999999,0.92000002,0.92000002,0.76999998
10X213,Bronx Engineering and Technology Academy,99 Terrace View Avenue,Bronx,10463,40.877105,-73.912256,9 to 12,1 to Marble Hill-225th St,0.72000003,0.72000003,0.79000002,0.54000002
10X225,Theatre Arts Production Company School,2225 Webster Avenue,Bronx,10457,40.854515,-73.896703,6 to 12,"4 to 183rd St; B, D to 182nd-183rd Sts",0.83999997,0.83999997,0.83999997,0.66000003
10X237,"Marie Curie School for Medicine, Nursing, and Health Professions, The",120 West 231st Street,Bronx,10463,40.875916,-73.90111,9 to 12,1 to 231st St,0.81999999,0.69999999,0.79000002,0.5
10X243,West Bronx Academy for the Future,500 East Fordham Road,Bronx,10458,40.860043,-73.888267,6 to 12,"B, D to Fordham Rd",0.77999997,0.80000001,0.86000001,0.69999999
10X264,Bronx Academy for Software Engineering (BASE),2474 Crotona Avenue,Bronx,10458,40.855698,-73.882715,9 to 14,N/A,0.85000002,0.69999999,0.85000002,0.57999998
10X268,Kingsbridge International High School,2780 Reservoir Avenue,Bronx,10468,40.870293,-73.898309,9 to 12,4 to Kingsbridge Rd,0.83999997,0.63,0.86000001,0.38999999
10X284,Bronx School of Law and Finance,99 Terrace View Avenue,Bronx,10463,40.877105,-73.912256,9 to 12,1 to Marble Hill-225th St,0.80000001,0.79000002,0.79000002,0.54000002
10X342,International School for Liberal Arts,2780 Reservoir Avenue,Bronx,10468,40.870293,-73.898309,6 to 12,4 to Kingsbridge Rd,0.88,0.64999998,0.91000003,0.5
10X351,Bronx Collaborative High School,100 West Mosholu Parkway South,Bronx,10468,40.882178,-73.88691,9 to 12,"4 to Mosholu Parkway; B, D to Bedford Park Blvd",0.83999997,0.69999999,0.75999999,0.55000001
10X353,World View High School,100 West Mosholu Parkway South,Bronx,10468,40.882178,-73.88691,9 to 12,"4 to Mosholu Parkway; B, D to Bedford Park Blvd",0.91000003,0.93000001,0.91000003,0.50999999
10X368,In-Tech Academy (M.S. / High School 368),2975 Tibbett Avenue,Bronx,10463,40.879368,-73.909896,6 to 12,1 to Marble Hill-225th St,0.88,0.91000003,0.92000002,0.73000002
10X374,Knowledge and Power Preparatory Academy International High School (KAPPA),500 East Fordham Road,Bronx,10458,40.860043,-73.888267,9 to 12,"B, D to Fordham Rd",0.94,0.88,0.85000002,0.81
10X433,High School for Teaching and the Professions,2780 Reservoir Avenue,Bronx,10468,40.870293,-73.898309,9 to 12,4 to Kingsbridge Rd,0.77999997,0.81999999,0.85000002,0.52999997
10X434,Belmont Preparatory High School,500 East Fordham Road,Bronx,10458,40.860043,-73.888267,9 to 12,"B, D to Fordham Rd",0.87,0.82999998,0.88999999,0.75
10X437,Fordham High School for the Arts,500 East Fordham Road,Bronx,10458,40.860043,-73.888267,9 to 12,"B, D to Fordham Rd",0.94,0.94999999,0.91000003,0.76999998
10X438,Fordham Leadership Academy,500 East Fordham Road,Bronx,10458,40.860043,-73.888267,9 to 12,"B, D to Fordham Rd",0.85000002,0.85000002,0.94,0.57999998
10X439,Bronx High School for Law and Community Service,500 East Fordham Road,Bronx,10458,40.860043,-73.888267,9 to 12,"B, D to Fordham Rd",0.92000002,0.94999999,0.87,0.69
